date,store,product,pred
2024-01-03,S001,P0001,59.72268368858226
2024-01-04,S001,P0001,55.813183029183904
2024-01-05,S001,P0001,50.56020585961833
2024-01-06,S001,P0001,59.77675441329341
2024-01-07,S001,P0001,44.0716196959984
2024-01-08,S001,P0001,59.51597280936989
2024-01-09,S001,P0001,75.54701587041166
2024-01-10,S001,P0001,74.71154198426713
2024-01-11,S001,P0001,94.00393791496606
2024-01-12,S001,P0001,83.53186761015613
2024-01-13,S001,P0001,112.24916378737137
2024-01-14,S001,P0001,72.60749687229175
2024-01-15,S001,P0001,83.68525651678682
2024-01-16,S001,P0001,74.64635978399647
2024-01-17,S001,P0001,82.70814445728693
2024-01-18,S001,P0001,91.53419212557938
2024-01-19,S001,P0001,93.95693035098857
2024-01-20,S001,P0001,90.52431877506545
2024-01-21,S001,P0001,105.72391641577458
2024-01-22,S001,P0001,112.18398158710072
2024-01-23,S001,P0001,74.79974869062717
2024-01-24,S001,P0001,104.6020996250992
2024-01-25,S001,P0001,90.57132633904294
2024-01-26,S001,P0001,83.57887517413361
2024-01-27,S001,P0001,74.49413144771636
2024-01-28,S001,P0001,82.97974316554063
2024-01-29,S001,P0001,83.11886107975624
2024-01-30,S001,P0001,72.21760657910151
2024-01-03,S001,P0002,106.94652988127805
2024-01-04,S001,P0002,83.80586215522017
2024-01-05,S001,P0002,97.3343159098451
2024-01-06,S001,P0002,87.78963383670718
2024-01-07,S001,P0002,105.75810618507406
2024-01-08,S001,P0002,86.20838018535964
2024-01-09,S001,P0002,83.16913267119797
2024-01-10,S001,P0002,82.9663720894531
2024-01-11,S001,P0002,83.15559710721004
2024-01-12,S001,P0002,92.91997925847862
2024-01-13,S001,P0002,99.06841305041124
2024-01-14,S001,P0002,82.64781913885103
2024-01-15,S001,P0002,111.38098216116663
2024-01-16,S001,P0002,105.99905062163131
2024-01-17,S001,P0002,92.9135098918618
2024-01-18,S001,P0002,101.4926355212634
2024-01-19,S001,P0002,83.45656935038694
2024-01-20,S001,P0002,123.39154483830056
2024-01-21,S001,P0002,93.77797947476778
2024-01-22,S001,P0002,100.14516022154116
2024-01-23,S001,P0002,83.45656935038694
2024-01-24,S001,P0002,114.12534503578753
2024-01-25,S001,P0002,119.30983386810493
2024-01-26,S001,P0002,111.56605367249104
2024-01-27,S001,P0002,100.06783244295214
2024-01-28,S001,P0002,92.6857744033717
2024-01-29,S001,P0002,92.6857744033717
2024-01-30,S001,P0002,83.45656935038694
2024-01-03,S001,P0003,110.48615498660575
2024-01-04,S001,P0003,94.98038888251988
2024-01-05,S001,P0003,141.9792605248078
2024-01-06,S001,P0003,122.51600730406591
2024-01-07,S001,P0003,102.07996016984758
2024-01-08,S001,P0003,121.75615869364304
2024-01-09,S001,P0003,101.24754699977596
2024-01-10,S001,P0003,119.77370414920078
2024-01-11,S001,P0003,116.34477727747618
2024-01-12,S001,P0003,108.42329855180168
2024-01-13,S001,P0003,128.06914601020364
2024-01-14,S001,P0003,94.28759641754205
2024-01-15,S001,P0003,108.51195273081372
2024-01-16,S001,P0003,116.42200327039816
2024-01-17,S001,P0003,109.67698250836055
2024-01-18,S001,P0003,117.62048653286506
2024-01-19,S001,P0003,115.55811518809224
2024-01-20,S001,P0003,116.69798714470363
2024-01-21,S001,P0003,110.09682764242963
2024-01-22,S001,P0003,140.88500471288074
2024-01-23,S001,P0003,89.6649589101196
2024-01-24,S001,P0003,124.53376709271261
2024-01-25,S001,P0003,117.85470379568812
2024-01-26,S001,P0003,106.12013659809617
2024-01-27,S001,P0003,89.00573899434949
2024-01-28,S001,P0003,121.55445579470097
2024-01-29,S001,P0003,107.039764541362
2024-01-30,S001,P0003,90.3303327039811
2024-01-03,S001,P0004,44.933305909845494
2024-01-04,S001,P0004,43.45016454192089
2024-01-05,S001,P0004,49.87684834240359
2024-01-06,S001,P0004,44.973844107206155
2024-01-07,S001,P0004,43.67919745818441
2024-01-08,S001,P0004,58.701271341610465
2024-01-09,S001,P0004,74.91113737556817
2024-01-10,S001,P0004,74.08741422269898
2024-01-11,S001,P0004,93.01890875250183
2024-01-12,S001,P0004,105.24867376730506
2024-01-13,S001,P0004,90.26808592600159
2024-01-14,S001,P0004,93.84263190537102
2024-01-15,S001,P0004,84.06275748576785
2024-01-16,S001,P0004,93.64619407344313
2024-01-17,S001,P0004,84.05628811915103
2024-01-18,S001,P0004,112.03502852643174
2024-01-19,S001,P0004,74.71469954364028
2024-01-20,S001,P0004,113.11404787652513
2024-01-21,S001,P0004,105.24867376730506
2024-01-22,S001,P0004,90.75811599835933
2024-01-23,S001,P0004,74.91113737556817
2024-01-24,S001,P0004,84.54647641776673
2024-01-25,S001,P0004,90.10781362951158
2024-01-26,S001,P0004,105.37911167081177
2024-01-27,S001,P0004,75.27662831318115
2024-01-28,S001,P0004,105.41714836735572
2024-01-29,S001,P0004,83.7291429944766
2024-01-30,S001,P0004,75.27662831318115
2024-01-03,S001,P0005,84.79456940147209
2024-01-04,S001,P0005,61.48797335908318
2024-01-05,S001,P0005,94.23821509340982
2024-01-06,S001,P0005,65.63454846510379
2024-01-07,S001,P0005,62.169479058172904
2024-01-08,S001,P0005,65.68155602908128
2024-01-09,S001,P0005,88.53237573769317
2024-01-10,S001,P0005,88.1418240246072
2024-01-11,S001,P0005,87.35833487725507
2024-01-12,S001,P0005,102.98268125306181
2024-01-13,S001,P0005,111.97675626239213
2024-01-14,S001,P0005,88.53237573769317
2024-01-15,S001,P0005,102.15895810019262
2024-01-16,S001,P0005,113.1328313529389
2024-01-17,S001,P0005,104.06005627887954
2024-01-18,S001,P0005,111.86790330922304
2024-01-19,S001,P0005,111.05432872489962
2024-01-20,S001,P0005,139.79427811767434
2024-01-21,S001,P0005,131.02671258653004
2024-01-22,S001,P0005,111.71945416154439
2024-01-23,S001,P0005,88.73513631943804
2024-01-24,S001,P0005,131.16893004030948
2024-01-25,S001,P0005,111.86790330922304
2024-01-26,S001,P0005,130.9855021558892
2024-01-27,S001,P0005,111.70393980943543
2024-01-28,S001,P0005,102.86443556891217
2024-01-29,S001,P0005,102.86443556891217
2024-01-30,S001,P0005,88.53237573769317
2024-01-03,S001,P0006,40.91812731779433
2024-01-04,S001,P0006,32.367079681562345
2024-01-05,S001,P0006,35.90557835392824
2024-01-06,S001,P0006,27.231545906523827
2024-01-07,S001,P0006,28.544804829518213
2024-01-08,S001,P0006,40.652436515506515
2024-01-09,S001,P0006,78.6791942633903
2024-01-10,S001,P0006,75.95848851062543
2024-01-11,S001,P0006,78.79327815661975
2024-01-12,S001,P0006,109.24082529163424
2024-01-13,S001,P0006,90.5847167597303
2024-01-14,S001,P0006,75.85061527366841
2024-01-15,S001,P0006,87.5791684284349
2024-01-16,S001,P0006,77.60982969888109
2024-01-17,S001,P0006,87.5780532473301
2024-01-18,S001,P0006,90.50285943979057
2024-01-19,S001,P0006,75.80360770969092
2024-01-20,S001,P0006,90.53770919575281
2024-01-21,S001,P0006,107.59205631419924
2024-01-22,S001,P0006,92.02351562695088
2024-01-23,S001,P0006,93.15654643517324
2024-01-24,S001,P0006,107.31052217581312
2024-01-25,S001,P0006,112.47759418789386
2024-01-26,S001,P0006,83.21020295587623
2024-01-27,S001,P0006,72.63891484768601
2024-01-28,S001,P0006,107.53201554398515
2024-01-29,S001,P0006,85.5706823646462
2024-01-30,S001,P0006,74.20267930316557
2024-01-03,S001,P0007,85.57284351912725
2024-01-04,S001,P0007,79.62133467752872
2024-01-05,S001,P0007,80.68894177265575
2024-01-06,S001,P0007,67.00854453137971
2024-01-07,S001,P0007,63.04127684880141
2024-01-08,S001,P0007,66.80070726300842
2024-01-09,S001,P0007,90.8009694292233
2024-01-10,S001,P0007,112.35632613435918
2024-01-11,S001,P0007,91.33373859608872
2024-01-12,S001,P0007,106.12914871056844
2024-01-13,S001,P0007,142.45993598831618
2024-01-14,S001,P0007,90.7311350755304
2024-01-15,S001,P0007,106.15961857298234
2024-01-16,S001,P0007,121.66161369249669
2024-01-17,S001,P0007,133.81289399528313
2024-01-18,S001,P0007,115.1232234229316
2024-01-19,S001,P0007,92.5027362511731
2024-01-20,S001,P0007,157.81761960341524
2024-01-21,S001,P0007,113.52576119669108
2024-01-22,S001,P0007,116.6760838755102
2024-01-23,S001,P0007,91.69992224286536
2024-01-24,S001,P0007,101.94693845734244
2024-01-25,S001,P0007,143.7677410626027
2024-01-26,S001,P0007,106.06839217823634
2024-01-27,S001,P0007,113.40480718075763
2024-01-28,S001,P0007,104.8613108069426
2024-01-29,S001,P0007,106.16608793959915
2024-01-30,S001,P0007,90.81522134823916
2024-01-03,S001,P0008,55.42340629567216
2024-01-04,S001,P0008,53.69416947446654
2024-01-05,S001,P0008,60.677366550577766
2024-01-06,S001,P0008,44.23812476141208
2024-01-07,S001,P0008,43.55472604869179
2024-01-08,S001,P0008,44.329351156158076
2024-01-09,S001,P0008,88.2979508030527
2024-01-10,S001,P0008,72.04738420551004
2024-01-11,S001,P0008,88.44016825683215
2024-01-12,S001,P0008,78.35658155075298
2024-01-13,S001,P0008,84.75381342417447
2024-01-14,S001,P0008,72.1896016592895
2024-01-15,S001,P0008,78.49879900453243
2024-01-16,S001,P0008,88.44016825683215
2024-01-17,S001,P0008,95.57685821249581
2024-01-18,S001,P0008,85.10036302323059
2024-01-19,S001,P0008,72.09837526454349
2024-01-20,S001,P0008,85.00319665909417
2024-01-21,S001,P0008,81.51025368087781
2024-01-22,S001,P0008,85.11893243048276
2024-01-23,S001,P0008,88.2979508030527
2024-01-24,S001,P0008,95.68596408701193
2024-01-25,S001,P0008,83.5533153583404
2024-01-26,S001,P0008,78.49879900453243
